Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-03-17 00:00:00-05:00,0.18149969,0.184403506,0.18149969,0.18149969,10924800,0,0
1980-03-18 00:00:00-05:00,0.181499702,0.18295161,0.18004781,0.18004781,17068800,0,0
1980-03-19 00:00:00-05:00,0.184403524,0.187307889,0.184403524,0.184403524,18508800,0,0
1980-03-20 00:00:00-05:00,0.184403493,0.186581339,0.183677539,0.183677539,11174400,0,0
1980-03-21 00:00:00-05:00,0.180047715,0.180047715,0.177143335,0.177143335,12172800,0,0
1980-03-24 00:00:00-05:00,0.176417482,0.176417482,0.173513666,0.173513666,8966400,0,0
1980-03-25 00:00:00-05:00,0.174239755,0.177143557,0.174239755,0.174239755,11347200,0,0
1980-03-26 00:00:00-05:00,0.174239724,0.175691633,0.172787815,0.172787815,16262400,0,0
1980-03-27 00:00:00-05:00,0.169884022,0.169884022,0.166979656,0.166979656,26918400,0,0
1980-03-28 00:00:00-05:00,0.173513666,0.176417482,0.173513666,0.173513666,20102400,0,0
1980-03-31 00:00:00-05:00,0.179321945,0.182225746,0.179321945,0.179321945,9004800,0,0
1980-04-01 00:00:00-05:00,0.18004781,0.18295161,0.18004781,0.18004781,8179200,0,0
1980-04-02 00:00:00-05:00,0.18149969,0.184403506,0.18149969,0.18149969,12556800,0,0
1980-04-03 00:00:00-05:00,0.18077379,0.18077379,0.177869424,0.177869424,6988800,0,0
1980-04-07 00:00:00-05:00,0.176417482,0.176417482,0.173513666,0.173513666,13478400,0,0
1980-04-08 00:00:00-05:00,0.174239755,0.177143557,0.174239755,0.174239755,29184000,0,0
1980-04-09 00:00:00-05:00,0.173513737,0.173513737,0.170609936,0.170609936,11558400,0,0
1980-04-10 00:00:00-05:00,0.170609831,0.172787676,0.169883877,0.169883877,14784000,0,0
1980-04-11 00:00:00-05:00,0.169883877,0.172787676,0.169883877,0.169883877,9523200,0,0
1980-04-14 00:00:00-05:00,0.171335936,0.174239737,0.171335936,0.171335936,8025600,0,0
1980-04-15 00:00:00-05:00,0.171335798,0.172061735,0.169157371,0.169157371,10598400,0,0
1980-04-16 00:00:00-05:00,0.165527683,0.165527683,0.162623882,0.162623882,10752000,0,0
1980-04-17 00:00:00-05:00,0.162623909,0.162623909,0.159719527,0.159719527,17702400,0,0
1980-04-18 00:00:00-05:00,0.161897913,0.164801713,0.161897913,0.161897913,18739200,0,0
1980-04-21 00:00:00-05:00,0.161897925,0.163349817,0.160445452,0.160445452,9043200,0,0
1980-04-22 00:00:00-05:00,0.167705566,0.170609932,0.167705566,0.167705566,20428800,0,0
1980-04-23 00:00:00-05:00,0.177869424,0.18077379,0.177869424,0.177869424,14822400,0,0
1980-04-24 00:00:00-05:00,0.17859593,0.181499731,0.17859593,0.17859593,8832000,0,0
1980-04-25 00:00:00-05:00,0.178595834,0.178595834,0.175691471,0.175691471,7104000,0,0
1980-04-28 00:00:00-04:00,0.175691664,0.177143557,0.174239755,0.174239755,6931200,0,0
1980-04-29 00:00:00-04:00,0.175691471,0.178595834,0.175691471,0.175691471,6297600,0,0
1980-04-30 00:00:00-04:00,0.177869424,0.18077379,0.177869424,0.177869424,7065600,0,0
1980-05-01 00:00:00-04:00,0.17859593,0.181499731,0.17859593,0.17859593,7008000,0,0
1980-05-02 00:00:00-04:00,0.18149969,0.184403506,0.18149969,0.18149969,5510400,0,0
1980-05-05 00:00:00-04:00,0.183677539,0.186581339,0.183677539,0.183677539,3513600,0,0
1980-05-06 00:00:00-04:00,0.183677538,0.185855384,0.182951584,0.182951584,6988800,0,0
1980-05-07 00:00:00-04:00,0.182951584,0.185855384,0.182951584,0.182951584,6393600,0,0
1980-05-08 00:00:00-04:00,0.182951673,0.183677627,0.18077381,0.18077381,7468800,0,0
1980-05-09 00:00:00-04:00,0.182951584,0.185855384,0.182951584,0.182951584,16684800,0,0
1980-05-12 00:00:00-04:00,0.182951673,0.185129537,0.182225719,0.182225719,8582400,0,0
1980-05-13 00:00:00-04:00,0.185855493,0.188759876,0.185855493,0.185855493,7372800,0,0
1980-05-14 00:00:00-04:00,0.188759848,0.191663649,0.188759848,0.188759848,4742400,0,0
1980-05-15 00:00:00-04:00,0.190211803,0.193115621,0.190211803,0.190211803,8102400,0,0
1980-05-16 00:00:00-04:00,0.192389533,0.195293333,0.192389533,0.192389533,4838400,0,0
1980-05-19 00:00:00-04:00,0.193115488,0.196019852,0.193115488,0.193115488,8640000,0,0
1980-05-20 00:00:00-04:00,0.193115546,0.1938415,0.190937683,0.190937683,21811200,0,0
1980-05-21 00:00:00-04:00,0.189485784,0.189485784,0.186581418,0.186581418,10540800,0,0
1980-05-22 00:00:00-04:00,0.18658137,0.187307889,0.184403524,0.184403524,5318400,0,0
1980-05-23 00:00:00-04:00,0.190937683,0.1938415,0.190937683,0.190937683,29779200,0,0
1980-05-27 00:00:00-04:00,0.190937757,0.193115621,0.190211803,0.190211803,8332800,0,0
1980-05-28 00:00:00-04:00,0.194567472,0.197471854,0.194567472,0.194567472,6700800,0,0
1980-05-29 00:00:00-04:00,0.194567472,0.197471854,0.194567472,0.194567472,7660800,0,0
1980-05-30 00:00:00-04:00,0.197471872,0.200375673,0.197471872,0.197471872,5721600,0,0
1980-06-02 00:00:00-04:00,0.198197722,0.201101539,0.198197722,0.198197722,6355200,0,0
1980-06-03 00:00:00-04:00,0.196019852,0.196019852,0.193115488,0.193115488,15244800,0,0
1980-06-04 00:00:00-04:00,0.196019948,0.198923749,0.196019948,0.196019948,7680000,0,0
1980-06-05 00:00:00-04:00,0.196019948,0.198923749,0.196019948,0.196019948,6470400,0,0
1980-06-06 00:00:00-04:00,0.196019946,0.197471854,0.194567472,0.194567472,28723200,0,0
1980-06-09 00:00:00-04:00,0.194567379,0.196019852,0.193115488,0.193115488,7545600,0,0
1980-06-10 00:00:00-04:00,0.195293337,0.198197702,0.195293337,0.195293337,17280000,0,0
1980-06-11 00:00:00-04:00,0.197471872,0.200375673,0.197471872,0.197471872,3206400,0,0
1980-06-12 00:00:00-04:00,0.197471854,0.197471854,0.194567472,0.194567472,10809600,0,0
1980-06-13 00:00:00-04:00,0.194567472,0.197471854,0.194567472,0.194567472,3590400,0,0
1980-06-16 00:00:00-04:00,0.194567472,0.197471854,0.194567472,0.194567472,7987200,0,0
1980-06-17 00:00:00-04:00,0.1945675,0.196745928,0.193841562,0.193841562,12864000,0,0
